method,location,code,level,leb,prediction,abs(deviation),abs(%deviation)
GF,Hollands Kroon_NLD_2,NLD,2,82.4,82.13641,0.263589525222774,0.319890200513075
GF,Holzminden_DEU_3,DEU,3,79.95,79.90953,0.0404726982116688,0.0506225118344825
GF,Homa Bay_KEN_1,KEN,1,62,62.274617,0.274616956710816,0.442930575340026
GF,Hoogeveen_NLD_2,NLD,2,80.9,80.66562,0.234381818771368,0.289717946565349
GF,Hoorn_NLD_2,NLD,2,80.8,80.84724,0.0472394943237253,0.0584647206976798
GF,Horst aan de Maas_NLD_2,NLD,2,81.7,80.93154,0.768461656570429,0.940589542925862
GF,Houten_NLD_2,NLD,2,83.6,82.932866,0.667134380340573,0.798007631986331
GF,Hovedstaden_DNK_1,DNK,1,81.44,81.438375,0.00162548065185675,0.00199592417958834
GF,Höxter_DEU_3,DEU,3,81.03,80.99775,0.0322528171539327,0.0398035507268082
GF,Huambo_AGO_1,AGO,1,60.44,59.84371,0.596292915344243,0.986586557485511
GF,Hulst_NLD_2,NLD,2,82.5,81.80539,0.694609880447383,0.841951370239253
GF,Hungary_HUN_0,HUN,0,76.45,77.09556,0.645562219619755,0.844424093681825
GF,Iceland_ISL_0,ISL,0,82.4,82.0112,0.388801002502437,0.471845876823346
GF,Ihorombe_MDG_1,MDG,1,65.61,65.896857,0.286856784820555,0.437215035544208
GF,Ilm-Kreis_DEU_3,DEU,3,80.55,80.63392,0.0839204311370856,0.104184272051006
GF,Inchiri_MRT_1,MRT,1,59.59,60.042965,0.452965412139894,0.760136620473056
GF,Inhambane_MOZ_1,MOZ,1,68.33,68.52868,0.198681993484495,0.290768320627097
GF,Ireland_IRL_0,IRL,0,82.26,81.77571,0.484287033081055,0.58872724663391
GF,Iringa_TZA_1,TZA,1,69.12,69.86747,0.74746788024902,1.08140607674916
GF,Isiolo_KEN_1,KEN,1,74.5,74.90145,0.40144968032837,0.538858631313248
GF,Ismailia_EGY_1,EGY,1,70.17,70.61881,0.448808269500733,0.639601353143414
GF,Istria_HRV_1,HRV,1,78.74,78.26934,0.470661392211913,0.597741163591457
GF,Italy_ITA_0,ITA,0,83.55,81.991935,1.55806522369385,1.86482971118354
GF,Itasy_MDG_1,MDG,1,68.31,68.84012,0.530122222900387,0.776053612795179
GF,Jerichower Land_DEU_3,DEU,3,79.33,78.85259,0.477412061691285,0.601805195627486
GF,Jonglei_SSD_1,SSD,1,62.2,62.45698,0.256977367401123,0.413146892927851
GF,Kafr el-Sheikh_EGY_1,EGY,1,72.63,72.764164,0.13416420936585,0.1847228546962
GF,Kagera_TZA_1,TZA,1,65.56,65.54256,0.0174391841888388,0.0266003419597908
GF,Kaiserslautern_DEU_3,DEU,3,81.28,80.37095,0.909049301147458,1.11841695515189
GF,Kajiado_KEN_1,KEN,1,65.5,65.31519,0.184807062149051,0.2821481864871
GF,Kakamega_KEN_1,KEN,1,59.5,60.00568,0.505682706832888,0.849886902240149
GF,Kampen_NLD_2,NLD,2,81.7,81.472975,0.227024984359736,0.277876357845454
GF,Kaolack_SEN_1,SEN,1,68.51,69.110787,0.600786914825435,0.876933170085294
GF,Karas_NAM_1,NAM,1,65.58,65.896016,0.316016359329219,0.48187916945596
GF,Karlovac_HRV_1,HRV,1,78.74,78.30938,0.430618991851806,0.54688721342622
GF,Kasai-Oriental_COD_1,COD,1,57.81,57.656646,0.153354225158686,0.26527283369432
GF,Kassala_SDN_1,SDN,1,68.13,68.69169,0.561688776016234,0.824436776774158
GF,Kaunas_LTU_1,LTU,1,76.79,77.07571,0.285707912445066,0.372063956823891
GF,Kavango_NAM_1,NAM,1,57.45,57.47797,0.0279689311981191,0.0486839533474657
GF,Kazakhstan_KAZ_0,KAZ,0,71.57,71.2313,0.338700361251831,0.473243483654927
GF,Kelheim_DEU_3,DEU,3,81.72,81.0986,0.621401758193974,0.760403522019057
GF,Kenya_KEN_0,KEN,0,62.94,63.23177,0.291772184371952,0.46357194847784
GF,Kerewan_GMB_1,GMB,1,64.12,64.588654,0.468654041290284,0.730901499205059
GF,Kericho_KEN_1,KEN,1,62,62.090164,0.0901644229888921,0.145426488691761
GF,Kgalagadi_BWA_1,BWA,1,64.78,65.417343,0.637343378067012,0.983858255737901
GF,Kgatleng_BWA_1,BWA,1,66.72,66.558623,0.161376686096193,0.241871531918754
GF,Khartoum_SDN_1,SDN,1,68.2,69.044435,0.84443502426147,1.23817452237752
GF,Khomas_NAM_1,NAM,1,66,66.47711,0.477108001708981,0.722890911680275
GF,Kiambu_KEN_1,KEN,1,66,65.97565,0.0243518352508576,0.036896720077057
GF,Kigoma_TZA_1,TZA,1,68.88,68.69213,0.187870149612424,0.272749926847305
GF,Kilifi_KEN_1,KEN,1,63,63.16336,0.163357973098754,0.259298369998023
GF,Kilimanjaro_TZA_1,TZA,1,71.52,72.02976,0.50975749969483,0.71274818189993
GF,Kinshasa_COD_1,COD,1,59.79,60.028017,0.238016567230226,0.398087585265472
GF,Kirinyaga_KEN_1,KEN,1,69.5,69.99251,0.49251246452332,0.708651028091109
GF,Kisii_KEN_1,KEN,1,64.5,64.84872,0.348721027374266,0.540652755619017
GF,Kisumu_KEN_1,KEN,1,58.5,58.25045,0.249548912048336,0.426579336834763
GF,Kitui_KEN_1,KEN,1,72.5,72.653574,0.153573751449587,0.211825864068396
GF,Kitzingen_DEU_3,DEU,3,81.83,81.44271,0.387292222976687,0.473288797478538
GF,Kleve_DEU_3,DEU,3,80.2,79.796666,0.403334093093877,0.502910340516056
GF,Koggenland_NLD_2,NLD,2,83.1,82.876927,0.223073339462276,0.26843963834209
GF,Konstanz_DEU_3,DEU,3,82.65,81.71571,0.934291028976442,1.13041866784808
GF,Koprivnica-Križevci_HRV_1,HRV,1,78.74,78.467655,0.272344818115233,0.345878610763568
GF,Korçë_ALB_1,ALB,1,79.28,79.268193,0.0118067550659129,0.0148924761174481
GF,Krapina-Zagorje_HRV_1,HRV,1,78.74,78.96342,0.223422775268556,0.28374749208605
GF,Krimpenerwaard_NLD_2,NLD,2,83.2,82.75618,0.443820428848263,0.533438015442624
GF,Kronach_DEU_3,DEU,3,81,81.00331,0.00330829620360795,0.00408431630075056
GF,Kukës_ALB_1,ALB,1,79.28,79.295564,0.0155636978149465,0.0196313040047256
GF,Kulmbach_DEU_3,DEU,3,80.38,80.451757,0.0717567157745402,0.0892718534144566
GF,Kunene_NAM_1,NAM,1,65.42,65.419704,0.000296277999878303,0.000452885967407983
GF,Kusel_DEU_3,DEU,3,80.43,80.517685,0.0876854133605942,0.109020780008199
GF,Kuyavian-Pomeranian_POL_1,POL,1,77.44,77.53048,0.090479431152346,0.116838108409538
GF,Kwale_KEN_1,KEN,1,60.5,60.55921,0.0592072010040301,0.0978631421554217
GF,Kweneng_BWA_1,BWA,1,66.48,66.74766,0.267659444808965,0.402616493394954
GF,Kyffhäuserkreis_DEU_3,DEU,3,79.08,79.06195,0.0180507469177194,0.0228259318635804
GF,La Rioja_ESP_1,ESP,1,83.75,83.194196,0.555803775787356,0.663646299447589
GF,Laarbeek_NLD_2,NLD,2,82.1,81.563413,0.536586856842036,0.653577170331347
GF,Lahn-Dill-Kreis_DEU_3,DEU,3,80.59,80.56762,0.022377815246577,0.027767483864719
GF,Laikipia_KEN_1,KEN,1,56,55.48672,0.513279199600225,0.916569999286116
GF,Lakes_SSD_1,SSD,1,59.68,60.082656,0.402656145095826,0.674691932131075
GF,Lamu_KEN_1,KEN,1,60,60.390633,0.390633344650271,0.651055574417118
GF,Land van Cuijk_NLD_2,NLD,2,82,81.835383,0.164616823196406,0.200752223410252
GF,Landsberg am Lech_DEU_3,DEU,3,83.08,82.48993,0.590068416595457,0.71024123326367
GF,Landshut_DEU_3,DEU,3,82.35,81.795007,0.554993009567262,0.673944152479978
GF,Lansingerland_NLD_2,NLD,2,83.6,83.303064,0.296935892105099,0.355186473809927
GF,Latvia_LVA_0,LVA,0,75.53,75.94162,0.411622257232669,0.544978494945941
GF,Leer_DEU_3,DEU,3,80.33,80.21214,0.117859916687013,0.146719677190356
GF,Leeuwarden_NLD_2,NLD,2,80.8,80.56878,0.231221485137945,0.286165204378644
GF,Leiden_NLD_2,NLD,2,80.9,80.576736,0.32326426506043,0.399585000074697
GF,Leiderdorp_NLD_2,NLD,2,83.3,82.9374,0.362598466873165,0.435292277158662
GF,Lékoumou_COG_1,COG,1,58.62,58.59588,0.024122114181524,0.0411499730152235
GF,Lelystad_NLD_2,NLD,2,80.2,79.78249,0.417508077621465,0.520583637932001
GF,Leribe_LSO_1,LSO,1,52.63,52.46013,0.169871931076049,0.322766352035054
GF,Lesotho_LSO_0,LSO,0,54.17,54.368806,0.198805885314945,0.367003664971286
GF,Leudal_NLD_2,NLD,2,81.9,81.03931,0.860690498352046,1.050904149392
GF,Leusden_NLD_2,NLD,2,83.2,82.33858,0.861422491073605,1.03536357100193
GF,Lezhë_ALB_1,ALB,1,79.28,78.56564,0.714360742568965,0.901060472463376
GF,Libya_LBY_0,LBY,0,72.46,72.46196,0.00196269989013453,0.00270866669905401
GF,Lichtenfels_DEU_3,DEU,3,80.77,80.972654,0.202653627395633,0.250902101517435
GF,Liechtenstein_LIE_0,LIE,0,84.31,83.46085,0.849150476455685,1.00717646359351
GF,Lika-Senj_HRV_1,HRV,1,78.74,78.27703,0.462972393035888,0.587976115107808
GF,Likouala_COG_1,COG,1,59.06,59.017557,0.0424430942535414,0.0718643654817837
GF,Limburg_NLD_1,NLD,1,81.65,81.81559,0.165588474273681,0.202802785393363
GF,Limburg-Weilburg_DEU_3,DEU,3,80.55,80.24865,0.301352071762084,0.374118028258329
GF,Lindi_TZA_1,TZA,1,66.84,67.12701,0.287007246017457,0.429394443473155
GF,Lingewaard_NLD_2,NLD,2,82.4,82.064337,0.335663461685176,0.407358570006282
GF,Lippe_DEU_3,DEU,3,81.07,80.938464,0.131535596847532,0.162249410198016
GF,Lisboa_PRT_1,PRT,1,82.01,81.37237,0.637631664276128,0.777504772925409
GF,Lisse_NLD_2,NLD,2,84,83.674085,0.325914859771725,0.387993880680626
GF,Lithuania_LTU_0,LTU,0,76.21,76.46271,0.252709903717041,0.331596776954522
GF,Lochem_NLD_2,NLD,2,82.8,82.04658,0.753419685363765,0.909927156236432
GF,Łódź_POL_1,POL,1,76.84,76.58037,0.259630527496335,0.337884601114439
GF,Loon op Zand_NLD_2,NLD,2,81.6,81.52922,0.0707820415496774,0.0867426979775458
GF,Lörrach_DEU_3,DEU,3,82.01,81.327534,0.682466278076177,0.832174464182633
GF,Losser_NLD_2,NLD,2,81.8,81.34143,0.458572435379023,0.56060199924086
GF,Louga_SEN_1,SEN,1,66.14,66.30932,0.169320926666261,0.256003820178804
GF,Lower Juba_SOM_1,SOM,1,50.15,50.061184,0.0888158321380561,0.177100363186553
GF,Luanda_AGO_1,AGO,1,67.1,67.02206,0.0779386520385783,0.116152983664051
GF,Luapula_ZMB_1,ZMB,1,56.33,56.13369,0.1963125038147,0.348504356141842
GF,Lubombo_SWZ_1,SWZ,1,62.19,62.080044,0.109956445693971,0.176807277205291
GF,Lubusz_POL_1,POL,1,76.84,77.15034,0.310338888168338,0.403876741499659
GF,Lüchow-Dannenberg_DEU_3,DEU,3,79.84,79.334635,0.50536545753479,0.632972767453394
GF,Ludwigsburg_DEU_3,DEU,3,82.54,82.139105,0.400895395278933,0.485698322363621
GF,Ludwigslust-Parchim_DEU_3,DEU,3,80.43,80.822957,0.392956562042235,0.488569640733849
GF,Lunda Norte_AGO_1,AGO,1,65.11,65.452784,0.342784299850463,0.526469512901955
GF,Lunda Sul_AGO_1,AGO,1,67.5,67.390597,0.109403133392338,0.162078716136798
GF,Lüneburg_DEU_3,DEU,3,81.28,80.59261,0.687391548156735,0.845708105507794
GF,Lusaka_ZMB_1,ZMB,1,62.85,62.886137,0.0361367702484183,0.0574968500372607
GF,Luxembourg_LUX_0,LUX,0,82.14,82.08514,0.0548614406585712,0.0667901639378759
GF,Maasdriel_NLD_2,NLD,2,81.7,80.96386,0.736138057708735,0.901025774429296
GF,Maasgouw_NLD_2,NLD,2,80.6,79.88715,0.712848281860357,0.88442714871012
GF,Maashorst_NLD_2,NLD,2,81.7,82.16622,0.4662187576294,0.570647194160832
GF,Maastricht_NLD_2,NLD,2,80.6,79.89075,0.709248161315923,0.879960497910574
GF,Machakos_KEN_1,KEN,1,68.5,68.988043,0.488043069839472,0.712471634802149
GF,Madagascar_MDG_0,MDG,0,65.88,66.507107,0.627107019424433,0.951892864942977
GF,Madeira_PRT_1,PRT,1,78.61,78.52014,0.089862928390505,0.114314881555152
GF,Madrid_ESP_1,ESP,1,85.34,84.43042,0.909579601287847,1.06583032726488
GF,Maekel_ERI_1,ERI,1,74.71,75.11323,0.403230943679811,0.539728207308006
GF,Mafeteng_LSO_1,LSO,1,52.58,52.49617,0.0838290023803756,0.159431347243012
GF,Main-Kinzig-Kreis_DEU_3,DEU,3,81.91,81.38989,0.520107898712163,0.634974848873353
GF,Main-Spessart_DEU_3,DEU,3,81.94,81.97334,0.0333381271362287,0.0406860228657905
GF,Main-Tauber-Kreis_DEU_3,DEU,3,81.56,80.51452,1.04547959327698,1.28185335124691
GF,Main-Taunus-Kreis_DEU_3,DEU,3,82.85,82.65847,0.191530323028566,0.231177215484087
GF,Mainz-Bingen_DEU_3,DEU,3,82.1,81.68183,0.418170309066768,0.509342641981447
GF,Makueni_KEN_1,KEN,1,70.5,70.79163,0.291631937026982,0.413662322024087
GF,Malawi_MWI_0,MWI,0,64.12,64.02322,0.0967794609069816,0.150934904720807
GF,Mandera_KEN_1,KEN,1,59.5,59.806883,0.306883335113528,0.515770311115173
GF,Manica_MOZ_1,MOZ,1,60.36,59.966964,0.393036470413211,0.651153860856876
GF,Manicaland_ZWE_1,ZWE,1,60.62,60.729134,0.109134082794193,0.180029829749577
GF,Maniema_COD_1,COD,1,58.95,59.257126,0.307125854492185,0.52099381593246
GF,Mansakonko_GMB_1,GMB,1,61.65,62.06722,0.417222595214839,0.676760089561783
GF,Mansfeld-Südharz_DEU_3,DEU,3,79.53,79.295623,0.234376697540284,0.294702247630182
GF,Manzini_SWZ_1,SWZ,1,58.04,57.74452,0.295479097366336,0.509095619170117
GF,Mara_TZA_1,TZA,1,64.73,64.36008,0.369917850494383,0.571478217973712
GF,Marburg-Biedenkopf_DEU_3,DEU,3,81.04,80.69607,0.343929805755616,0.424395120626377
GF,Marijampole_LTU_1,LTU,1,76.26,76.10932,0.150680074691767,0.197587299622039
GF,Märkisch-Oderland_DEU_3,DEU,3,81.1,80.790985,0.309015369415289,0.381030048600849
GF,Märkischer Kreis_DEU_3,DEU,3,80.05,79.730904,0.31909589767456,0.398620734134365
GF,Marsabit_KEN_1,KEN,1,68.5,69.019675,0.519675254821772,0.758650007039083
GF,Maseru_LSO_1,LSO,1,54.43,54.24491,0.185088329315186,0.340048372800269
GF,Mashonaland Central_ZWE_1,ZWE,1,58.96,58.754206,0.20579429626465,0.349040529621183
GF,Mashonaland East_ZWE_1,ZWE,1,61.97,61.875314,0.0946864795684843,0.1527940609464
GF,Mashonaland West_ZWE_1,ZWE,1,57.95,58.274454,0.324453878402708,0.559885898883017
GF,Masvingo_ZWE_1,ZWE,1,64.42,64.705825,0.285824851989747,0.443689618115099
GF,Mauritania_MRT_0,MRT,0,65.69,65.76636,0.0763583755493125,0.116240486450468
GF,Mauritius_MUS_0,MUS,0,75.12,75.04942,0.0705817890167215,0.093958718073378
GF,Mayen-Koblenz_DEU_3,DEU,3,80.86,80.83439,0.0256112670898423,0.0316735927403442
GF,Mbeya_TZA_1,TZA,1,64.57,64.282304,0.287695951461797,0.445556684933866
GF,Mecklenburg-Vorpommern_DEU_1,DEU,1,80,79.9168,0.0832009315490767,0.104001164436346
GF,Mecklenburgische Seenplatte_DEU_3,DEU,3,79.82,79.405355,0.414644546508791,0.519474500762705
GF,Medemblik_NLD_2,NLD,2,80.8,80.54181,0.258192586898809,0.319545280815358
GF,Međimurje_HRV_1,HRV,1,78.74,78.23161,0.508391132354735,0.645658029406573
GF,Meierijstad_NLD_2,NLD,2,82,81.55246,0.447542190551753,0.545783159209455
GF,Melaky_MDG_1,MDG,1,67.61,67.8454,0.235398187637326,0.348170666524665
GF,Menabe_MDG_1,MDG,1,62.82,62.86216,0.0421578216552754,0.0671089169934342
GF,Meppel_NLD_2,NLD,2,81,80.899644,0.100356101989751,0.12389642220957
GF,Meru_KEN_1,KEN,1,66,66.40168,0.401678323745724,0.608603520826855
GF,Merzig-Wadern_DEU_3,DEU,3,80.18,79.99501,0.1849877166748,0.230715535887753
GF,Mettmann_DEU_3,DEU,3,81.4,81.38019,0.0198115348815864,0.0243384949405238
GF,Midden-Delfland_NLD_2,NLD,2,84.7,84.09595,0.604051065444944,0.713165366522956
GF,Midden-Drenthe_NLD_2,NLD,2,81,80.59269,0.407308101654058,0.502849508214887
GF,Midden-Groningen_NLD_2,NLD,2,81.2,80.952257,0.247743082046514,0.305102317791274
GF,Middle Juba_SOM_1,SOM,1,60.24,60.38073,0.140727052688594,0.23361064523339
GF,Midlands_ZWE_1,ZWE,1,60.56,60.679954,0.119954290390012,0.198075116231856
GF,Midtjylland_DNK_1,DNK,1,81.94,81.5792,0.360797586441042,0.440319241446231
GF,Miesbach_DEU_3,DEU,3,82.49,81.83171,0.658288469314572,0.798022147308246
GF,Migori_KEN_1,KEN,1,62.5,62.98166,0.481659173965454,0.770654678344727
GF,Miltenberg_DEU_3,DEU,3,82,81.41044,0.589562177658076,0.718978265436678
GF,Minden-Lübbecke_DEU_3,DEU,3,81.12,80.7468,0.373200292587284,0.460059532282154
GF,Minsk_BLR_1,BLR,1,74.22,74.19438,0.0256223392486543,0.0345221493514609
GF,Mittelsachsen_DEU_3,DEU,3,81,80.838835,0.161164760589605,0.19896884023408
GF,Moerdijk_NLD_2,NLD,2,81.3,80.90459,0.395408916473383,0.48635783084057
GF,Mogilev_BLR_1,BLR,1,74.22,74.477,0.256999044418338,0.346266564832037
GF,Moheli_COM_1,COM,1,65.68,66.515875,0.835874862670893,1.27264747666092
GF,Mokhotlong_LSO_1,LSO,1,52.41,52.53952,0.129521455764769,0.247131188255618
GF,Moldova_MDA_0,MDA,0,70.94,70.947754,0.00775438308715515,0.0109309037033481
GF,Molenlanden_NLD_2,NLD,2,82.9,82.396436,0.503564262390133,0.60743578092899
GF,Mombasa_KEN_1,KEN,1,61,60.80297,0.197027683258055,0.322996202062386
GF,Montenegro_MNE_0,MNE,0,77.04,77.269095,0.229095182418826,0.297371732111664
GF,Montferland_NLD_2,NLD,2,81.3,81.467515,0.167515230178839,0.206045793577907
GF,Montfoort_NLD_2,NLD,2,85.3,84.7191,0.580902385711668,0.681011003178978
GF,Moravskoslezský_CZE_1,CZE,1,77.77,78.00255,0.232548217773443,0.299020467755488
GF,Morogoro_TZA_1,TZA,1,68.79,69.63231,0.842309675216679,1.22446529323547
GF,Moxico_AGO_1,AGO,1,61.64,61.395836,0.244164123535151,0.396113114106345
GF,Mozambique_MOZ_0,MOZ,0,61.17,61.24485,0.0748513507842996,0.12236611212081
GF,Mpumalanga_ZAF_1,ZAF,1,62.95,62.88046,0.069537591934199,0.110464800530896
GF,Mtwara_TZA_1,TZA,1,66.82,67.39673,0.576730184555052,0.863110123548417
GF,Mudug_SOM_1,SOM,1,58.49,58.45234,0.0376620197296118,0.0643905278331541
GF,Muranga_KEN_1,KEN,1,63.5,63.71116,0.211160421371459,0.332536096647967
GF,Murcia_ESP_1,ESP,1,82.46,81.730837,0.729163370132446,0.88426312167408
GF,Mwanza_TZA_1,TZA,1,66.03,65.762776,0.267223863601684,0.404700686963023
GF,Nairobi_KEN_1,KEN,1,66,65.63588,0.364122152328494,0.551700230800749
GF,Nairobi_KEN_8,KEN,8,62.09,62.356925,0.266925010681152,0.42990016215357
GF,Nakuru_KEN_1,KEN,1,56.5,56.01528,0.484717130661005,0.857906425948682
GF,Namibe_AGO_1,AGO,1,60.91,61.04676,0.136761274337771,0.224530084284635
GF,Namibia_NAM_0,NAM,0,63.08,62.84411,0.235890464782718,0.37395444638985
GF,Nampula_MOZ_1,MOZ,1,66.99,67.262137,0.272136936187739,0.406235163737482
GF,Nandi_KEN_1,KEN,1,55.5,55.42042,0.0795774459838916,0.143382785556561
GF,Narok_KEN_1,KEN,1,71,71.275485,0.27548456192017,0.388006425239676
GF,Neder-Betuwe_NLD_2,NLD,2,81.2,80.621666,0.578334283828741,0.712234339690568
GF,Nederweert_NLD_2,NLD,2,83.6,82.59485,1.00515232086181,1.20233531203566
GF,Netherlands_NLD_0,NLD,0,82.05,81.370556,0.679443645477296,0.828084881751731
GF,Neu-Ulm_DEU_3,DEU,3,82.33,81.883043,0.446956949234012,0.5428846705138
GF,Neuburg-Schrobenhausen_DEU_3,DEU,3,81.87,80.710584,1.15941607475281,1.4161671854804
GF,Neunkirchen_DEU_3,DEU,3,79.36,79.48052,0.120522871017459,0.151868537068371
GF,Neuwied_DEU_3,DEU,3,80.95,80.48255,0.467451524734497,0.577457102822109
GF,Niari_COG_1,COG,1,63.84,64.045924,0.205923948287967,0.322562575639046
GF,Niassa_MOZ_1,MOZ,1,62.06,61.70997,0.350029764175419,0.564018311594294
GF,Niedersachsen_DEU_1,DEU,1,81,80.803,0.19699907302857,0.243208732134037
GF,Nieuwkoop_NLD_2,NLD,2,83.1,82.230043,0.869956588745113,1.046879168165
GF,Niger_NER_0,NER,0,62.9,62.62079,0.279211187362671,0.443896959241131
GF,Nigeria_NGA_0,NGA,0,52.91,53.07869,0.16868719100952,0.318819109827103
GF,Nijkerk_NLD_2,NLD,2,83.4,82.516485,0.883514547348019,1.05936996084894
GF,Nijmegen_NLD_2,NLD,2,80.3,79.78399,0.516012001037602,0.64260523167821
GF,Nissewaard_NLD_2,NLD,2,81.6,81.007105,0.592894887924189,0.726586872456114
GF,Noardeast-Fryslân_NLD_2,NLD,2,81.1,80.821335,0.27866468429566,0.343606269168508
GF,Noord-Beveland_NLD_2,NLD,2,82.6,81.816167,0.783833360671993,0.948950799845028
GF,Noord-Brabant_NLD_1,NLD,1,82.15,81.656706,0.4932936668396,0.600479204917347
GF,Noord-Holland_NLD_1,NLD,1,82.25,81.674325,0.575674533843995,0.699908247834644
GF,Noordenveld_NLD_2,NLD,2,83.3,82.285905,1.01409511566162,1.21740109923363
GF,Noordoostpolder_NLD_2,NLD,2,81.7,80.99278,0.707217884063716,0.865627765071867
GF,Noordwijk_NLD_2,NLD,2,82.3,81.52278,0.77721934318542,0.944373442509624
GF,Nordfriesland_DEU_3,DEU,3,80.63,80.23196,0.398041372299196,0.493664110503778
GF,Nordhausen_DEU_3,DEU,3,79.72,79.65251,0.0674879264831563,0.0846562048208182
GF,Nordjylland_DNK_1,DNK,1,81.24,80.55063,0.689371099472047,0.848561176110348
GF,Nordrhein-Westfalen_DEU_1,DEU,1,81,80.35303,0.646972417831426,0.798731380038798
GF,Nordsachsen_DEU_3,DEU,3,80.55,79.89241,0.657591152191162,0.81637635281336
GF,Nordwestmecklenburg_DEU_3,DEU,3,80.23,80.267,0.0370001983642565,0.0461176596837299
GF,North Darfur_SDN_1,SDN,1,63.4,63.34549,0.0545081138610848,0.0859749429985564
GF,North Eastern_KEN_8,KEN,8,64.05,64.351106,0.301105690002446,0.470110366904677
GF,North Kivu_COD_1,COD,1,65.54,65.416646,0.123353996276854,0.188211773385495
GF,North Kordofan_SDN_1,SDN,1,67.98,68.086255,0.106254596710209,0.156302731259501
GF,North Pemba_TZA_1,TZA,1,70.35,70.38799,0.0379892826080308,0.0540004017171724
GF,North West_ZAF_1,ZAF,1,63.89,63.703924,0.186075582504275,0.291243672725426
GF,North_CMR_1,CMR,1,56.68,56.06187,0.618130140304563,1.09056129199817
GF,North-East_BWA_1,BWA,1,65.95,66.09389,0.143891859054568,0.21818325861193
GF,North-West_BWA_1,BWA,1,63.98,64.43693,0.456930418014523,0.714176958447207
GF,North-Western_ZMB_1,ZMB,1,69.33,69.826704,0.496704263687131,0.716434824299915
GF,Northeast_MKD_1,MKD,1,76.07,76.147723,0.0777231979370074,0.102173258757733
GF,Northeim_DEU_3,DEU,3,80.92,80.554545,0.365455074310306,0.451625153621238
GF,Northern Ireland_GBR_1,GBR,1,81.29,81.100017,0.189983167648311,0.233710379687921
GF,Northern_SDN_1,SDN,1,71.46,72.38801,0.928011217117308,1.29864430047202
GF,Northern_ZMB_1,ZMB,1,62,62.11544,0.115442752838135,0.186197988448605
GF,Norway_NOR_0,NOR,0,82.96,82.13553,0.824471673965455,0.993818314808889
GF,"Nuenen, Gerwen en Nederwetten_NLD_2",NLD,2,85,83.913654,1.086345911026,1.27805401297176
GF,Nunspeet_NLD_2,NLD,2,81.5,81.031555,0.468445062637324,0.574779217959907
GF,Nürnberger Land_DEU_3,DEU,3,81.79,81.18967,0.600331821441646,0.733991712240673
GF,Nyamira_KEN_1,KEN,1,61,61.03977,0.0397696495056166,0.065196146730519
GF,Nyandarua_KEN_1,KEN,1,62,62.00696,0.00696229934692427,0.0112295150756843
GF,Nyanza_KEN_8,KEN,8,60.49,60.46917,0.0208315753936761,0.0344380482619872
GF,Nyeri_KEN_1,KEN,1,61.5,61.46071,0.0392904281616202,0.0638868750595451
GF,Oberallgäu_DEU_3,DEU,3,82.64,82.13586,0.504137887954714,0.610041006721581
GF,Oberbergischer Kreis_DEU_3,DEU,3,80.55,80.25206,0.297942686080932,0.369885395507054
GF,Oberhavel_DEU_3,DEU,3,81.52,80.257577,1.26242329597474,1.54860561331543
GF,Oberspreewald-Lausitz_DEU_3,DEU,3,80.05,79.94978,0.100221681594848,0.125198852710615
GF,Oder-Spree_DEU_3,DEU,3,80.71,80.669713,0.0402869796752969,0.0499157225564328
GF,Offenbach_DEU_3,DEU,3,82.44,81.88548,0.554519119262698,0.672633575039662
GF,Ogooué-Lolo_GAB_1,GAB,1,65.31,65.79772,0.487722339630126,0.74678049246689
GF,Ohangwena_NAM_1,NAM,1,59.92,60.236776,0.316775875091557,0.528664678056671
GF,Oirschot_NLD_2,NLD,2,82.4,81.68664,0.713360214233394,0.865728415331789
GF,Oisterwijk_NLD_2,NLD,2,82.1,81.28705,0.812949752807612,0.990194583200503
GF,Oldambt_NLD_2,NLD,2,79.8,79.71916,0.0808380126953168,0.101300767788617
GF,Oldebroek_NLD_2,NLD,2,82.2,81.67328,0.526717615127559,0.640775687503113
GF,Oldenburg_DEU_3,DEU,3,81.47,80.85379,0.616209955215452,0.756364250908865
GF,Olst-Wijhe_NLD_2,NLD,2,82.1,81.63958,0.460418081283565,0.560801560637716
GF,Omaheke_NAM_1,NAM,1,65.18,65.350246,0.170246429443355,0.261194276531689
GF,Ommen_NLD_2,NLD,2,82.9,82.6225,0.277501726150509,0.334742733595306
GF,Omusati_NAM_1,NAM,1,65.39,64.88344,0.506559267044071,0.774673905863391
GF,Oost Gelre_NLD_2,NLD,2,82.2,81.88599,0.3140124797821,0.382010316036618
GF,Oosterhout_NLD_2,NLD,2,81.7,81.337506,0.362494421005244,0.443689621793444
GF,Ooststellingwerf_NLD_2,NLD,2,81.3,80.99978,0.300220298767084,0.369274660230116
GF,Oostzaan_NLD_2,NLD,2,83.8,83.18771,0.612288761138913,0.73065484622782
GF,Opmeer_NLD_2,NLD,2,82.9,82.17697,0.723028564453121,0.872169559050809
GF,Opsterland_NLD_2,NLD,2,82,81.40745,0.592548370361323,0.722619963855272
GF,Oromia_ETH_1,ETH,1,66.25,66.694385,0.444384813308718,0.670769529522593
GF,Oshana_NAM_1,NAM,1,65.15,65.06129,0.0887109279632536,0.136164125806989
GF,Oshikoto_NAM_1,NAM,1,61.66,61.93856,0.278560009002682,0.451767773277136
GF,Osijek-Baranja_HRV_1,HRV,1,78.74,78.590685,0.149314870834349,0.189630265220154
