method,location,code,level,leb,prediction,abs(deviation),abs(%deviation)
GF,Bayreuth_DEU_3,DEU,3,81.74,81.39239,0.347610464096071,0.425263596887779
GF,Beekdaelen_NLD_2,NLD,2,81.5,81.125283,0.374716758728022,0.459775164083463
GF,Belarus_BLR_0,BLR,0,74.22,74.283904,0.0639038372039824,0.0861005621180038
GF,Belgium_BEL_0,BEL,0,81.83,80.99826,0.831740217208865,1.01642455970777
GF,Belgrade_SRB_1,SRB,1,76.7,77.00977,0.309767293930052,0.403868701342963
GF,Bengo_AGO_1,AGO,1,70.12,70.18965,0.0696488666534378,0.0993281041834538
GF,Benguela_AGO_1,AGO,1,55.1,55.21537,0.11537065505981,0.209384128965172
GF,Beni Suef_EGY_1,EGY,1,69.36,69.464964,0.104963674545289,0.151331710705433
GF,Berat_ALB_1,ALB,1,79.28,79.356563,0.0765630912780813,0.0965730212892044
GF,Berchtesgadener Land_DEU_3,DEU,3,83.06,82.219005,0.84099536895752,1.01251549356793
GF,Berea_LSO_1,LSO,1,57.1,57.40077,0.300768995285039,0.526740797346828
GF,Berg en Dal_NLD_2,NLD,2,80.7,80.492336,0.207664442062383,0.257328924488703
GF,Bergeijk_NLD_2,NLD,2,83.7,83.04804,0.651960325241086,0.778925119762348
GF,Bergen (L)_NLD_2,NLD,2,81,80.509835,0.490164518356329,0.605141380686825
GF,Bergen (NH)_NLD_2,NLD,2,82.4,80.96668,1.43331875801086,1.7394645121491
GF,Bergen op Zoom_NLD_2,NLD,2,81.1,81.160116,0.0601161956787055,0.0741260119342855
GF,Bergstraße_DEU_3,DEU,3,81.39,80.851156,0.538844480514522,0.662052439506723
GF,Berkelland_NLD_2,NLD,2,82.2,81.867355,0.332644891738887,0.404677483867259
GF,Berlin_DEU_1,DEU,1,82,81.577706,0.422293663024897,0.514992271981582
GF,Bernheze_NLD_2,NLD,2,82.3,81.87177,0.428228187561031,0.520325865809272
GF,Bernkastel-Wittlich_DEU_3,DEU,3,81,80.365545,0.634455442428594,0.783278323985919
GF,Betsiboka_MDG_1,MDG,1,61.23,61.734027,0.504026670455937,0.823169476491813
GF,Beuningen_NLD_2,NLD,2,82.4,81.91309,0.48691024780273,0.590910494906226
GF,Biberach_DEU_3,DEU,3,81.98,81.476307,0.503693084716794,0.614409715438881
GF,Bié_AGO_1,AGO,1,62.4,62.48063,0.0806284904479981,0.129212324435894
GF,Biombo_GNB_1,GNB,1,56.44,55.806607,0.633392992019655,1.12224130407451
GF,Birkenfeld_DEU_3,DEU,3,79.68,79.475516,0.204483919143672,0.256631424628102
GF,Bjelovar-Bilogora_HRV_1,HRV,1,78.74,78.45869,0.281309356689452,0.357263597522799
GF,Bladel_NLD_2,NLD,2,82.5,81.895477,0.604523420333858,0.732755661010737
GF,Blue Nile_SDN_1,SDN,1,61,61.363226,0.363226175308229,0.595452746406933
GF,Böblingen_DEU_3,DEU,3,83.1,82.666135,0.433865165710445,0.522100079073941
GF,Bodegraven-Reeuwijk_NLD_2,NLD,2,83.4,82.83869,0.56130971908569,0.673033236313777
GF,Bodenseekreis_DEU_3,DEU,3,82.72,82.394046,0.325954408645635,0.39404546499714
GF,Boeny_MDG_1,MDG,1,68.71,68.95943,0.249432840347286,0.363022617300663
GF,Bolama_GNB_1,GNB,1,60.83,61.14755,0.317552728652959,0.522033090009796
GF,Bomet_KEN_1,KEN,1,60.5,60.67535,0.175352811813356,0.289839358369184
GF,Bongolava_MDG_1,MDG,1,63.92,64.37328,0.453278617858888,0.709134258227296
GF,Börde_DEU_3,DEU,3,80.06,79.92409,0.13591128349304,0.169761783029028
GF,Borger-Odoorn_NLD_2,NLD,2,81.2,80.94082,0.259181213378912,0.319188686427231
GF,Borken_DEU_3,DEU,3,81.49,81.441814,0.0481862926483112,0.0591315408618373
GF,Borno_NGA_1,NGA,1,55.81,55.48265,0.327350196838383,0.586543982867556
GF,Borsele_NLD_2,NLD,2,83.3,82.36186,0.938140916824337,1.12621958802441
GF,Bosnia and Herzegovina_BIH_0,BIH,0,77.24,77.202535,0.037465324401853,0.048505080789556
GF,Botswana_BWA_0,BWA,0,65.46,65.765136,0.305136480331425,0.466141888682287
GF,Bouenza_COG_1,COG,1,60.1,59.918815,0.181185102462766,0.301472716244204
GF,Boxtel_NLD_2,NLD,2,81,81.4947,0.494700908660883,0.6107418625443
GF,Brandenburg_DEU_1,DEU,1,81,80.05399,0.946008920669561,1.1679122477402
GF,Brazzaville_COG_1,COG,1,63.49,62.743044,0.746956100463869,1.17649409428866
GF,Breda_NLD_2,NLD,2,81.4,81.364024,0.0359763145446723,0.0441969466150766
GF,Breisgau-Hochschwarzwald_DEU_3,DEU,3,83.15,83.031225,0.118774795532228,0.142844011463894
GF,Bremen_DEU_1,DEU,1,81,80.66803,0.331967830657964,0.409836827972795
GF,Brest_BLR_1,BLR,1,74.22,74.563205,0.343205242156985,0.462416117161123
GF,Bretagne_FRA_1,FRA,1,82.12,81.467617,0.652383441925053,0.794426987244341
GF,Brikama_GMB_1,GMB,1,64.17,64.967877,0.797876672744746,1.24337957416978
GF,Brod-Posavina_HRV_1,HRV,1,78.74,78.335375,0.404625406265258,0.513875293707465
GF,Bronckhorst_NLD_2,NLD,2,82.4,81.994003,0.405996942520137,0.492714736068128
GF,Brunssum_NLD_2,NLD,2,79.8,79.68204,0.11795978546143,0.147819280026855
GF,Brussels_BEL_1,BEL,1,81.36,81.0505,0.309502706527709,0.380411389537499
GF,Bucuresti_ROU_1,ROU,1,78.14,78.935164,0.795164213180544,1.01761481082742
GF,Bulawayo_ZWE_1,ZWE,1,64.78,64.686906,0.0930936622619671,0.143707413186118
GF,Bulgaria_BGR_0,BGR,0,75.06,74.564064,0.495936450958256,0.660720025257469
GF,Bungoma_KEN_1,KEN,1,68.5,69.057584,0.557583808898921,0.813990961896234
GF,Bunschoten_NLD_2,NLD,2,81.6,81.338906,0.261093711853022,0.319967784133606
GF,Buren_NLD_2,NLD,2,81,80.783135,0.216865301132207,0.267734939669392
GF,Burgenland_AUT_1,AUT,1,81.78,80.75269,1.02731135368347,1.25618898714046
GF,Burgenlandkreis_DEU_3,DEU,3,79.54,79.656345,0.116344652175904,0.146271878521378
GF,Burundi_BDI_0,BDI,0,62.35,62.287265,0.0627349376678521,0.100617381985328
GF,Busia_KEN_1,KEN,1,60.5,61.140245,0.640245199203493,1.05825652760908
GF,Butha-Buthe_LSO_1,LSO,1,59.52,59.33217,0.187831897735591,0.315577785174044
GF,Cabinda_AGO_1,AGO,1,67.88,68.00941,0.129412288665776,0.190648627969616
GF,Cabo Delgado_MOZ_1,MOZ,1,60.12,60.244274,0.124274139404301,0.206710145383069
GF,Cacheu_GNB_1,GNB,1,64.96,64.90692,0.0530809974670365,0.0817133581696991
GF,Cairo_EGY_1,EGY,1,73.62,73.92761,0.307611112594608,0.417836338759315
GF,Calw_DEU_3,DEU,3,81.92,81.44701,0.472988767623905,0.5773788667284
GF,Cameroon_CMR_0,CMR,0,61.58,61.385787,0.194213466644289,0.315383999097578
GF,Canarias_ESP_1,ESP,1,83.06,82.62145,0.43855076789856,0.52799273765779
GF,Cantabria_ESP_1,ESP,1,83.45,82.73693,0.71307272911072,0.854490987550293
GF,Cape Verde_CPV_0,CPV,0,76,76.314074,0.314073801040649,0.413255001369274
GF,Caprivi_NAM_1,NAM,1,60.89,61.012375,0.122375354766846,0.200977754585065
GF,Castilla y León_ESP_1,ESP,1,84.25,83.46007,0.789931297302249,0.937603913711868
GF,Castilla-La Mancha_ESP_1,ESP,1,83.45,82.84931,0.600688171386721,0.719818060379534
GF,Castricum_NLD_2,NLD,2,84,83.0565,0.943502426147458,1.12321717398507
GF,Celle_DEU_3,DEU,3,80.6,80.329967,0.270033454895025,0.335029100366035
GF,Central African Republic_CAF_0,CAF,0,55.03,55.20188,0.171882123947142,0.312342583949014
GF,Central Equatoria_SSD_1,SSD,1,53.48,53.313303,0.166697006225591,0.311699712463708
GF,Central_BWA_1,BWA,1,65.23,65.77365,0.543648023605348,0.83343250591039
GF,Central_KEN_8,KEN,8,63.6,63.98462,0.384620571136474,0.604749325686279
GF,Central_ZMB_1,ZMB,1,65.59,65.62279,0.0327886676788292,0.0499903455996785
GF,Centre_CMR_1,CMR,1,64.11,64.067554,0.0424455261230472,0.0662073407004324
GF,Centre-Val de Loire_FRA_1,FRA,1,82.32,82.237315,0.0826848220825238,0.10044317551327
GF,Chad_TCD_0,TCD,0,53.26,52.984685,0.275315294265743,0.516926951306315
GF,Cham_DEU_3,DEU,3,80.78,80.55034,0.229657201766964,0.284299581291117
GF,Chisinau_MDA_1,MDA,1,71.21,71.369314,0.15931419372559,0.223724468088176
GF,Chobe_BWA_1,BWA,1,63.19,63.140106,0.0498937988281267,0.0789583776359024
GF,Cloppenburg_DEU_3,DEU,3,81.04,81.089824,0.0498244380950919,0.0614812908379712
GF,Coast_KEN_8,KEN,8,63.14,63.644737,0.504737005233769,0.799393419755731
GF,Coburg_DEU_3,DEU,3,81.1,80.732924,0.367076253890997,0.452621768053017
GF,Coesfeld_DEU_3,DEU,3,82.14,81.889987,0.250013008117678,0.304374248986703
GF,Coevorden_NLD_2,NLD,2,80.7,80.26318,0.43682045936585,0.541289292894486
GF,Comoros_COM_0,COM,0,64.07,64.03564,0.0343578529357957,0.053625492329945
GF,Congo Brazzaville_COG_0,COG,0,62.75,62.74298,0.00702166557311479,0.0111899052958005
GF,Congo DRC_COD_0,COD,0,60.28,60.23274,0.0472593593597415,0.0783997335098564
GF,Copperbelt_ZMB_1,ZMB,1,65.18,64.9634,0.216599636077885,0.332309966366808
GF,Corse_FRA_1,FRA,1,83.61,83.20697,0.403030500411983,0.482036240176992
GF,Cranendonck_NLD_2,NLD,2,82.6,81.962436,0.637563562393184,0.771868719604339
GF,Croatia_HRV_0,HRV,0,78.74,78.72009,0.0199072265624989,0.0252822282988302
GF,Cuando Cubango_AGO_1,AGO,1,63.47,63.4879,0.0178993034362751,0.0282012028301168
GF,Cuanza Norte_AGO_1,AGO,1,61.34,61.716956,0.376955900192266,0.614535213877187
GF,Cuanza Sul_AGO_1,AGO,1,56.11,55.72587,0.384127483367924,0.684597190105016
GF,Culemborg_NLD_2,NLD,2,81.7,81.843245,0.143245029449468,0.175330513402042
GF,Cunene_AGO_1,AGO,1,63.52,63.54183,0.0218295860290541,0.0343664767459919
GF,Cuvette_COG_1,COG,1,64.21,63.52413,0.685867033004761,1.06816233141997
GF,Cuvette-Ouest_COG_1,COG,1,57.37,56.8935,0.476502294540404,0.830577470002447
GF,Cuxhaven_DEU_3,DEU,3,80.41,79.80755,0.602450284957889,0.749223087872018
GF,Czechia_CZE_0,CZE,0,79.24,79.15279,0.0872073078155511,0.11005465398227
GF,Dachau_DEU_3,DEU,3,82.38,81.720227,0.659772996902464,0.800889775312532
GF,Dahme-Spreewald_DEU_3,DEU,3,81.47,80.77909,0.690912456512449,0.848057513824045
GF,Dakahlia_EGY_1,EGY,1,72.65,72.74001,0.090012407302853,0.123898702412736
GF,Dakar_SEN_1,SEN,1,71.38,71.67779,0.297792072296144,0.417192592177282
GF,Dalfsen_NLD_2,NLD,2,83.1,82.587916,0.51208434104919,0.616226643861842
GF,Damietta_EGY_1,EGY,1,73.82,73.98096,0.160957269668582,0.21804019191084
GF,Dantumadiel_NLD_2,NLD,2,81.5,81.36106,0.138938665390009,0.170476890049091
GF,Darmstadt-Dieburg_DEU_3,DEU,3,81.56,80.98049,0.579508361816405,0.710530115027471
GF,De Bilt_NLD_2,NLD,2,82.8,81.9398,0.860201406478878,1.03889058753488
GF,De Fryske Marren_NLD_2,NLD,2,82.4,81.63011,0.769889259338374,0.934331625410649
GF,De Ronde Venen_NLD_2,NLD,2,83.2,82.58449,0.615511608123776,0.739797605917999
GF,De Wolden_NLD_2,NLD,2,81.9,81.75581,0.144189023971553,0.17605497432424
GF,Debub_ERI_1,ERI,1,66.76,67.3458,0.585798015594485,0.877468567397372
GF,Deggendorf_DEU_3,DEU,3,81.16,80.84958,0.310418043136596,0.382476642603001
GF,Den Helder_NLD_2,NLD,2,80.2,79.895484,0.304515552520757,0.379695202644335
GF,Denmark_DNK_0,DNK,0,81.43,81.02783,0.402170352935793,0.493884751241303
GF,Deurne_NLD_2,NLD,2,81.2,80.643463,0.556536865234381,0.685390228121158
GF,Deventer_NLD_2,NLD,2,80.8,80.44227,0.357732343673711,0.442738049101128
GF,Diana_MDG_1,MDG,1,70.59,70.765185,0.17518535614014,0.248173050205609
GF,Dibër_ALB_1,ALB,1,79.28,79.19601,0.0839879798889109,0.105938420646961
GF,Diepholz_DEU_3,DEU,3,81.46,81.552917,0.0929167652130136,0.114064283345217
GF,Dijk en Waard_NLD_2,NLD,2,82.2,81.94909,0.250909042358394,0.305242143988314
GF,Dingolfing-Landau_DEU_3,DEU,3,81.38,81.399953,0.019953365325931,0.0245187580805246
GF,Dinkelland_NLD_2,NLD,2,82.8,82.312155,0.487845230102535,0.589185060510308
GF,Diourbel_SEN_1,SEN,1,68.39,68.46248,0.0724791145324755,0.105979111759724
GF,Dire Dawa_ETH_1,ETH,1,64.26,64.60621,0.346207609176641,0.53876067409997
GF,Dithmarschen_DEU_3,DEU,3,80.02,80.249554,0.229553918838499,0.286870680877904
GF,Djibouti_DJI_0,DJI,0,63.09,63.205224,0.115224275588988,0.18263476872561
GF,Djibouti_DJI_1,DJI,1,62.01,61.83451,0.175491819381712,0.283005675506712
GF,Dodoma_TZA_1,TZA,1,64.14,64.37251,0.232509717941287,0.362503457968954
GF,Doetinchem_NLD_2,NLD,2,81,81.013775,0.0137748718261665,0.0170060146002056
GF,Donau-Ries_DEU_3,DEU,3,81.7,81.43644,0.263562631607051,0.322598080302387
GF,Dongen_NLD_2,NLD,2,80.6,80.7522,0.152199888229365,0.188833608225019
GF,Donnersbergkreis_DEU_3,DEU,3,80.69,80.323285,0.366715135574336,0.454474080523406
GF,Dordrecht_NLD_2,NLD,2,80.6,80.575377,0.0246232509613087,0.0305499391579512
GF,Drechterland_NLD_2,NLD,2,82.9,82.776827,0.123173379898067,0.148580675389707
GF,Drenthe_NLD_1,NLD,1,81.75,81.51575,0.234252691268921,0.28654763457972
GF,Drimmelen_NLD_2,NLD,2,81.9,81.19457,0.705432319641108,0.861333723615517
GF,Dronten_NLD_2,NLD,2,82.8,82.52249,0.277512359619136,0.335159854612484
GF,Dubrovnik-Neretva_HRV_1,HRV,1,78.74,78.60452,0.135480632781981,0.172060747754612
GF,Duiven_NLD_2,NLD,2,83,82.33368,0.666321992874142,0.802797581776074
GF,Düren_DEU_3,DEU,3,80.25,79.48238,0.767617464065551,0.956532665502244
GF,Durrës_ALB_1,ALB,1,79.28,78.8993,0.380699901580805,0.480196646797182
GF,East_CMR_1,CMR,1,57.81,57.68371,0.126287755966181,0.218453132617508
GF,East_MKD_1,MKD,1,77.02,77.17496,0.154961566925049,0.201196529375551
GF,Eastern Cape_ZAF_1,ZAF,1,64,64.186436,0.186435937881468,0.291306152939794
GF,Eastern Equatoria_SSD_1,SSD,1,52.98,52.545345,0.434655170440679,0.820413685240994
GF,Eastern_KEN_8,KEN,8,64.5,64.6562,0.156198024749754,0.242167480232177
GF,Eastern_UGA_1,UGA,1,64.19,64.98519,0.795191822051999,1.23880950623462
GF,Eastern_ZMB_1,ZMB,1,62.84,62.98589,0.145891103744511,0.232162800357274
GF,Ebersberg_DEU_3,DEU,3,83.1,82.53152,0.568482255935665,0.684094170801041
GF,Echt-Susteren_NLD_2,NLD,2,81.1,80.900395,0.199605083465582,0.246122174433516
GF,Edam-Volendam_NLD_2,NLD,2,81.8,81.465906,0.334094095230098,0.408427989278848
GF,Ede_NLD_2,NLD,2,82.5,81.756806,0.743193626403804,0.900840759277338
GF,Eemnes_NLD_2,NLD,2,82.8,81.85452,0.945477771759029,1.14188136685873
GF,Eemsdelta_NLD_2,NLD,2,80.1,79.71076,0.389242267608647,0.485945402757362
GF,Eersel_NLD_2,NLD,2,83.6,82.892823,0.70717678070068,0.845905240072584
GF,Egypt_EGY_0,EGY,0,71.36,71.923465,0.563464536666869,0.789608375373975
GF,Eichsfeld_DEU_3,DEU,3,81.34,81.268734,0.0712662601470959,0.087615269421067
GF,Eichstätt_DEU_3,DEU,3,82.64,82.03015,0.609852685928347,0.737963075905551
GF,Eifelkreis Bitburg-Prüm_DEU_3,DEU,3,81.18,80.790263,0.389736585617062,0.480089413176967
GF,Eindhoven_NLD_2,NLD,2,80.9,80.96728,0.0672772884368844,0.083161048747694
GF,Elbasan_ALB_1,ALB,1,79.28,79.25562,0.0243773746490428,0.0307484544009117
GF,Elbe-Elster_DEU_3,DEU,3,79.98,80.20639,0.226388235092168,0.283056057879679
GF,Elburg_NLD_2,NLD,2,81.9,81.80241,0.0975901126861523,0.119157646747439
GF,Embu_KEN_1,KEN,1,63,63.01491,0.0149126052856441,0.0236708020407049
GF,Emmen_NLD_2,NLD,2,80,79.9548,0.0452029705047652,0.0565037131309565
GF,Emmendingen_DEU_3,DEU,3,82.63,82.21306,0.416937952041629,0.50458423337968
GF,Emsland_DEU_3,DEU,3,81.32,81.034863,0.285137004852298,0.350635765927568
GF,Ennepe-Ruhr-Kreis_DEU_3,DEU,3,80.49,80.305123,0.184876670837397,0.229688993461793
GF,Enschede_NLD_2,NLD,2,79.6,79.46129,0.138711547851567,0.174260738506993
GF,Epe_NLD_2,NLD,2,82.6,81.57479,1.02520833015441,1.24117231253561
GF,Équateur_COD_1,COD,1,61.21,60.885745,0.324254713058469,0.529741403460986
GF,Erding_DEU_3,DEU,3,82.17,81.48035,0.689651889801024,0.839298880127813
GF,Eritrea_ERI_0,ERI,0,67.3,67.80145,0.501451683044429,0.745099083275526
GF,Erlangen-Höchstadt_DEU_3,DEU,3,82.13,81.76133,0.368669633865359,0.448885466778716
GF,Ermelo_NLD_2,NLD,2,80.7,79.45742,1.24257988929749,1.53975203134757
GF,Erongo_NAM_1,NAM,1,64.04,64.04733,0.00733061790466616,0.0114469361409528
GF,Erzgebirgskreis_DEU_3,DEU,3,81.04,80.8085,0.231497564315797,0.285658396243579
GF,Esslingen_DEU_3,DEU,3,82.71,82.055855,0.654145202636713,0.790890101120437
GF,Estonia_EST_0,EST,0,78.67,78.5212,0.148801965713496,0.189147026456713
GF,Eswatini_SWZ_0,SWZ,0,60.55,60.55917,0.00917143821715927,0.0151468839259443
GF,Ethiopia_ETH_0,ETH,0,65.84,66.26937,0.429367933273317,0.652138416271745
GF,Etten-Leur_NLD_2,NLD,2,81.7,81.19283,0.50717277526855,0.620774510732619
GF,Europe_EUR_9,EUR,9,79.7,79.27812,0.42188258171082,0.529338245559372
GF,Euskirchen_DEU_3,DEU,3,80.62,80.592674,0.0273259830474881,0.0338947941546615
GF,Extremadura_ESP_1,ESP,1,82.66,81.62422,1.03577819824219,1.25305855098256
GF,Far North_CMR_1,CMR,1,60.1,60.23021,0.130207443237307,0.216651319862407
GF,Fatick_SEN_1,SEN,1,68.93,69.562596,0.632596082687376,0.917736954428225
GF,Fier_ALB_1,ALB,1,79.28,79.013807,0.266193418502803,0.335763645941981
GF,Finland_FIN_0,FIN,0,81.87,81.571686,0.298313732147215,0.3643749018532
GF,Flevoland_NLD_1,NLD,1,82.25,81.952876,0.297124147415162,0.361245164030592
GF,Foral de Navarra_ESP_1,ESP,1,84.55,83.98384,0.566161441802981,0.669617317330552
GF,Forchheim_DEU_3,DEU,3,81.84,81.300324,0.539675798416139,0.659427906178078
GF,France_FRA_0,FRA,0,82.73,82.078207,0.651793460845951,0.787856232135804
GF,Free State_ZAF_1,ZAF,1,64.04,63.978183,0.0618167304992645,0.0965283112105942
GF,Freising_DEU_3,DEU,3,82.29,81.9353,0.35470155715942,0.431038470238693
GF,Freudenstadt_DEU_3,DEU,3,81.65,81.487983,0.162016534805298,0.198428089167542
GF,Freyung-Grafenau_DEU_3,DEU,3,80.54,80.660695,0.12069483757019,0.149857012130854
GF,Friesland_DEU_3,DEU,3,80.96,80.46541,0.494587860107421,0.610903977405411
GF,Fryslân_NLD_1,NLD,1,81.85,80.94229,0.907708978652955,1.10899081081607
GF,Fulda_DEU_3,DEU,3,82.25,81.86214,0.387860298156739,0.47156267253099
GF,Fürstenfeldbruck_DEU_3,DEU,3,82.99,82.00319,0.986811866760251,1.18907322178606
GF,Fürth_DEU_3,DEU,3,82.22,81.951404,0.268596382141118,0.326680104769056
GF,Gabon_GAB_0,GAB,0,66.6,66.495395,0.104605293273929,0.15706500491581
GF,Galicia_ESP_1,ESP,1,83.55,83.041614,0.508385705947878,0.608480797065084
GF,Gambela_ETH_1,ETH,1,64.91,65.546066,0.636065568923949,0.979919224963718
GF,Gambia_GMB_0,GMB,0,63.76,63.870615,0.110614767074591,0.173486146603812
GF,Garissa_KEN_1,KEN,1,73.5,73.98666,0.486661434173585,0.662124400236171
GF,Garmisch-Partenkirchen_DEU_3,DEU,3,82.4,82.32631,0.0736891269683793,0.0894285521460913
GF,Gash-Barka_ERI_1,ERI,1,65.19,65.436095,0.246094999313351,0.377504217385107
GF,Gauteng_ZAF_1,ZAF,1,67.03,67.421037,0.391036958694457,0.583376038631146
GF,Gaza_MOZ_1,MOZ,1,60.94,60.784036,0.155964078903204,0.255930552844115
GF,Gedo_SOM_1,SOM,1,55.51,55.73029,0.220289220809933,0.396846011187052
GF,Gelderland_NLD_1,NLD,1,81.95,81.05167,0.898328495025635,1.09619096403372
GF,Geldrop-Mierlo_NLD_2,NLD,2,82.4,82.194966,0.20503392219543,0.248827575479891
GF,Gemert-Bakel_NLD_2,NLD,2,82,81.786025,0.213975429534907,0.260945645774277
GF,Genève_CHE_1,CHE,1,84.33,83.564055,0.765945034027105,0.908271118258158
GF,Georgia_GEO_0,GEO,0,73.47,73.98484,0.514837532043455,0.700745245737655
GF,Germany_DEU_0,DEU,0,81.56,81.077987,0.482013044357299,0.590991962184035
GF,Germersheim_DEU_3,DEU,3,81.51,80.769944,0.740055809021001,0.907932534684089
GF,Ghanzi_BWA_1,BWA,1,65.02,65.35799,0.337989072799683,0.519823243309263
GF,Gießen_DEU_3,DEU,3,81.3,80.615664,0.684336471557612,0.841742277438637
GF,Gifhorn_DEU_3,DEU,3,81.47,80.631626,0.838374347686766,1.02905897592582
GF,Gilze en Rijen_NLD_2,NLD,2,81.9,80.94999,0.950008058547969,1.15996099944807
GF,Giza_EGY_1,EGY,1,72.24,72.627485,0.387484798431392,0.536385379888417
GF,Gjirokastër_ALB_1,ALB,1,79.28,79.09808,0.181918411254878,0.229463182713014
GF,Goeree-Overflakkee_NLD_2,NLD,2,81.5,81.089246,0.410753726959223,0.503992303017452
GF,Gomel_BLR_1,BLR,1,74.22,74.586445,0.36644509315491,0.493728231143775
GF,Göppingen_DEU_3,DEU,3,82.05,81.38574,0.664262342453004,0.809582379589279
GF,Gorinchem_NLD_2,NLD,2,81.5,80.786985,0.713014841079707,0.874864835680622
GF,Görlitz_DEU_3,DEU,3,80.49,80.3428,0.147200574874873,0.182880575071279
GF,Goslar_DEU_3,DEU,3,80.1,80.15783,0.0578283309936478,0.072195169779835
GF,Gotha_DEU_3,DEU,3,80.22,79.688007,0.531993360519412,0.663167988680393
GF,Grande Comore_COM_1,COM,1,64.56,64.332896,0.227103528976436,0.351771265452967
GF,Greece_GRC_0,GRC,0,81.25,81.138074,0.111925601959229,0.137754587026743
GF,Greiz_DEU_3,DEU,3,80.73,80.03462,0.695380430221559,0.861365576887848
GF,Grodno_BLR_1,BLR,1,74.22,74.16989,0.0501079273223848,0.0675127018625502
GF,Groningen_NLD_1,NLD,1,81.15,80.270743,0.879256629943848,1.08349553905588
GF,Groningen_NLD_2,NLD,2,80.8,80.65552,0.144478845596319,0.178810452470691
GF,Groß-Gerau_DEU_3,DEU,3,81.92,80.46208,1.45791975975037,1.77968720672653
GF,Guinea-Bissau_GNB_0,GNB,0,60.88,61.006826,0.126826162338256,0.208321554432089
GF,Günzburg_DEU_3,DEU,3,81.87,81.97333,0.103332166671755,0.126214934251563
GF,Gütersloh_DEU_3,DEU,3,81.79,81.511885,0.278115072250362,0.340035544993718
GF,Haaksbergen_NLD_2,NLD,2,81.7,80.7396,0.960400533676142,1.17552084905281
GF,Haarlem_NLD_2,NLD,2,81.1,80.905986,0.19401416778565,0.239228320327559
GF,Haarlemmermeer_NLD_2,NLD,2,82.7,82.25809,0.441912603378292,0.534356231412686
GF,Hamburg_DEU_1,DEU,1,82,81.38349,0.61650943756103,0.751840777513452
GF,Harare_ZWE_1,ZWE,1,62.33,62.115395,0.214604930877682,0.344304397365124
GF,Hardap_NAM_1,NAM,1,66.6,67.36577,0.765771532058712,1.14980710519326
GF,Hardenberg_NLD_2,NLD,2,81.9,80.805296,1.09470429420471,1.33663527985923
GF,Harderwijk_NLD_2,NLD,2,82.1,81.57044,0.529559469223018,0.645017623901361
GF,Hareri_ETH_1,ETH,1,67.19,67.95934,0.769338426589961,1.14501923885989
GF,Harz_DEU_3,DEU,3,79.6,79.29931,0.300687170028691,0.377747701041069
GF,Haßberge_DEU_3,DEU,3,81.18,80.74765,0.432347946166989,0.532579386754113
GF,Hattem_NLD_2,NLD,2,82.5,81.98386,0.516141653060909,0.625626246134435
GF,Haut-Ogooué_GAB_1,GAB,1,66.28,66.058505,0.221495418548578,0.334181379825858
GF,Havelland_DEU_3,DEU,3,80.78,80.092263,0.687736778259274,0.851370114210539
GF,Heerenveen_NLD_2,NLD,2,81.8,81.423855,0.376145172119136,0.459835173739775
GF,Heeze-Leende_NLD_2,NLD,2,82.5,81.50069,0.99930882453918,1.21128342368385
GF,Heidekreis_DEU_3,DEU,3,81.08,80.59375,0.486247138977047,0.599712800909037
GF,Heidenheim_DEU_3,DEU,3,82.07,81.53411,0.535888500213622,0.65296515196006
GF,Heilbronn_DEU_3,DEU,3,82.13,81.73087,0.399127607345584,0.485970543462296
GF,Heinsberg_DEU_3,DEU,3,80.76,80.611044,0.148955831527708,0.184442584853527
GF,Hellendoorn_NLD_2,NLD,2,81.9,81.36061,0.539391660690303,0.658597876300736
GF,Helmstedt_DEU_3,DEU,3,79.35,79.011834,0.338166332244871,0.426170551033234
GF,Hendrik-Ido-Ambacht_NLD_2,NLD,2,83,82.30623,0.693769931793209,0.835867387702661
GF,Hengelo (O)_NLD_2,NLD,2,81,81.003445,0.00344538688659135,0.00425356405752019
GF,Herford_DEU_3,DEU,3,81.28,80.86439,0.415612249374386,0.511333968226361
GF,Hersfeld-Rotenburg_DEU_3,DEU,3,81.42,80.86649,0.553508205413822,0.679818478769125
GF,Hessen_DEU_1,DEU,1,82,80.971813,1.0281867980957,1.2538863391411
GF,Het Hogeland_NLD_2,NLD,2,81.5,81.215423,0.284576654434199,0.349173809121716
GF,Heusden_NLD_2,NLD,2,82.7,81.750095,0.949905109405513,1.14861560992202
GF,Hhohho_SWZ_1,SWZ,1,64,64.118767,0.118766784667967,0.185573101043699
GF,Hildburghausen_DEU_3,DEU,3,80.15,78.49616,1.65384187698364,2.06343340858845
GF,Hildesheim_DEU_3,DEU,3,80.63,80.4585,0.171501998901369,0.212702466701437
GF,Hilvarenbeek_NLD_2,NLD,2,83.2,82.49294,0.707058382034298,0.849829786098916
GF,Hilversum_NLD_2,NLD,2,81.5,81.023526,0.476473808288569,0.584630439617876
GF,Hochsauerlandkreis_DEU_3,DEU,3,80.9,80.674,0.226001405715948,0.279358968746536
GF,Hochtaunuskreis_DEU_3,DEU,3,82.98,82.30841,0.671588401794432,0.809337673890614
GF,Hoeksche Waard_NLD_2,NLD,2,82.5,82.28514,0.214858055114742,0.260434006199687
GF,Hof van Twente_NLD_2,NLD,2,82.4,81.88399,0.516009235382076,0.626224800220966
GF,Hof_DEU_3,DEU,3,80.73,80.81416,0.0841589164733869,0.10424738817464
